bioguide_id,last_name,first_name,type,party,state,district,gender,birthday,twitter,facebook,url
M001193,MacArthur,Tom,rep,Republican,NJ,3,M,1960-10-16,RepTomMacArthur,CongressmanTomMacArthur,https://macarthur.house.gov
W000822,Watson Coleman,Bonnie,rep,Democrat,NJ,12,F,1945-02-06,RepBonnie,RepBonnie,https://watsoncoleman.house.gov
Z000017,Zeldin,Lee,rep,Republican,NY,1,M,1980-01-30,RepLeeZeldin,RepLeeZeldin,https://zeldin.house.gov
R000602,Rice,Kathleen,rep,Democrat,NY,4,F,1965-02-15,RepKathleenRice,RepKathleenRice,https://kathleenrice.house.gov
S001196,Stefanik,Elise,rep,Republican,NY,21,F,1984-07-02,RepStefanik,RepEliseStefanik,https://stefanik.house.gov
K000386,Katko,John,rep,Republican,NY,24,M,1962-11-09,RepJohnKatko,RepJohnKatko,https://katko.house.gov
R000604,Russell,Steve,rep,Republican,OK,5,M,1963-05-25,RepRussell,reprussell,https://russell.house.gov
C001106,Costello,Ryan,rep,Republican,PA,6,M,1976-09-07,RepRyanCostello,CongressmanRyanCostello,https://costello.house.gov
B001296,Boyle,Brendan,rep,Democrat,PA,13,M,1977-02-06,CongBoyle,CongressmanBoyle,https://boyle.house.gov
R000601,Ratcliffe,John,rep,Republican,TX,4,M,1965-10-20,RepRatcliffe,RepRatcliffe,https://ratcliffe.house.gov
H001073,Hurd,Will,rep,Republican,TX,23,M,1977-08-19,hurdonthehill,HurdOnTheHill,https://hurd.house.gov
B001291,Babin,Brian,rep,Republican,TX,36,M,1948-03-23,RepBrianBabin,RepBrianBabin,https://babin.house.gov
L000584,Love,Mia,rep,Republican,UT,4,F,1975-12-06,repmialove,repmialove,https://love.house.gov
B001292,Beyer,Donald,rep,Democrat,VA,8,M,1950-06-20,repdonbeyer,repdonbeyer,https://beyer.house.gov
C001105,Comstock,Barbara,rep,Republican,VA,10,F,1959-06-30,RepComstock,RepBarbaraComstock,https://comstock.house.gov
P000610,Plaskett,Stacey,rep,Democrat,VI,0,F,1964-05-13,staceyplaskett,repstaceyplaskett,https://plaskett.house.gov
N000189,Newhouse,Dan,rep,Republican,WA,4,M,1955-07-10,RepNewhouse,RepNewhouse,https://newhouse.house.gov
G000576,Grothman,Glenn,rep,Republican,WI,6,M,1955-07-03,RepGrothman,RepGrothman,https://grothman.house.gov
M001195,Mooney,Alex,rep,Republican,WV,2,M,1971-06-05,RepAlexMooney,CongressmanAlexMooney,https://mooney.house.gov
J000297,Jenkins,Evan,rep,Republican,WV,3,M,1960-09-12,RepEvanJenkins,RepEvanJenkins,https://evanjenkins.house.gov
S001198,Sullivan,Dan,sen,Republican,AK,,M,1964-11-13,SenDanSullivan,SenDanSullivan,https://www.sullivan.senate.gov
P000612,Perdue,David,sen,Republican,GA,,M,1949-12-10,sendavidperdue,SenatorDavidPerdue,https://www.perdue.senate.gov
E000295,Ernst,Joni,sen,Republican,IA,,F,1970-07-01,SenJoniErnst,senjoniernst,https://www.ernst.senate.gov/public
T000476,Tillis,Thom,sen,Republican,NC,,M,1960-08-30,senthomtillis,SenatorThomTillis,https://www.tillis.senate.gov/public
R000605,Rounds,Mike,sen,Republican,SD,,M,1954-10-24,SenatorRounds,SenatorMikeRounds,https://www.rounds.senate.gov
W000819,Walker,Mark,rep,Republican,NC,6,M,1969-05-20,RepMarkWalker,RepMarkWalker,https://walker.house.gov
S001197,Sasse,Benjamin,sen,Republican,NE,,M,1972-02-22,SenSasse,SenatorSasse,https://www.sasse.senate.gov/public
D000625,Donovan,Daniel,rep,Republican,NY,11,M,1956-11-06,RepDanDonovan,RepDanDonovan,https://donovan.house.gov
K000388,Kelly,Trent,rep,Republican,MS,1,M,1966-03-01,reptrentkelly,reptrentkelly,https://trentkelly.house.gov
L000585,LaHood,Darin,rep,Republican,IL,18,M,1968-07-05,RepLaHood,replahood,https://lahood.house.gov
D000626,Davidson,Warren,rep,Republican,OH,8,M,1970-03-01,WarrenDavidson,CongressmanWarrenDavidson,https://davidson.house.gov
H001050,Hanabusa,Colleen,rep,Democrat,HI,1,F,1951-05-04,RepHanabusa,RepColleenHanabusa,https://hanabusa.house.gov
C001108,Comer,James,rep,Republican,KY,1,M,1972-08-19,,congressmancomer,https://comer.house.gov
E000296,Evans,Dwight,rep,Democrat,PA,2,M,1954-05-16,RepDwightEvans,RepDwightEvans,https://evans.house.gov
H001075,Harris,Kamala,sen,Democrat,CA,,F,1964-10-20,SenKamalaHarris,SenatorKamalaHarris,https://www.harris.senate.gov
K000393,Kennedy,John,sen,Republican,LA,,M,1951-11-21,SenJohnKennedy,JohnKennedyLouisiana,https://www.kennedy.senate.gov/public
H001076,Hassan,Margaret,sen,Democrat,NH,,F,1958-02-27,Senatorhassan,SenatorHassan,https://www.hassan.senate.gov
C001113,Cortez Masto,Catherine,sen,Democrat,NV,,F,1964-03-29,sencortezmasto,SenatorCortezMasto,https://www.cortezmasto.senate.gov
S001190,Schneider,Bradley,rep,Democrat,IL,10,M,1961-08-20,repschneider,CongressmanBradSchneider,https://schneider.house.gov
S001170,Shea-Porter,Carol,rep,Democrat,NH,1,F,1952-12-02,repsheaporter,repsheaporter,https://shea-porter.house.gov
O000171,O’Halleran,Tom,rep,Democrat,AZ,1,M,1946-01-24,repohalleran,repohalleran,https://ohalleran.house.gov
B001302,Biggs,Andy,rep,Republican,AZ,5,M,1958-11-07,RepAndyBiggsAZ,RepAndyBiggs,https://biggs.house.gov
K000389,Khanna,Ro,rep,Democrat,CA,17,M,1976-09-13,RepRoKhanna,RepRoKhanna,https://khanna.house.gov
P000613,Panetta,Jimmy,rep,Democrat,CA,20,M,1969-10-01,RepJimmyPanetta,RepJimmyPanetta,https://panetta.house.gov
C001112,Carbajal,Salud,rep,Democrat,CA,24,M,1964-11-18,RepCarbajal,repsaludcarbajal,https://carbajal.house.gov
B001300,Barragán,Nanette,rep,Democrat,CA,44,F,1976-09-15,RepBarragan,CongresswomanBarragan,https://barragan.house.gov
C001110,Correa,J.,rep,Democrat,CA,46,M,1958-01-24,reploucorrea,RepLouCorrea,https://correa.house.gov
B001303,Blunt Rochester,Lisa,rep,Democrat,DE,0,F,1962-02-10,RepBRochester,Rep.BluntRochester,https://bluntrochester.house.gov
G000578,Gaetz,Matt,rep,Republican,FL,1,M,1982-05-07,RepMattGaetz,CongressmanMattGaetz,https://gaetz.house.gov
D000628,Dunn,Neal,rep,Republican,FL,2,M,1953-02-16,drnealdunnfl2,drnealdunnfl2,https://dunn.house.gov
R000609,Rutherford,John,rep,Republican,FL,4,M,1952-09-02,RepRutherfordFL,RepRutherfordFL,https://rutherford.house.gov
L000586,Lawson,Al,rep,Democrat,FL,5,M,1948-09-21,RepAlLawsonJr,RepAlLawsonJr,https://lawson.house.gov
M001202,Murphy,Stephanie,rep,Democrat,FL,7,F,1978-09-16,RepStephMurphy,RepStephMurphy,https://stephaniemurphy.house.gov
S001200,Soto,Darren,rep,Democrat,FL,9,M,1978-02-25,RepDarrenSoto,CongressmanDarrenSoto,https://soto.house.gov
D000627,Demings,Val,rep,Democrat,FL,10,F,1957-03-12,RepValDemings,RepresentativeValDemings,https://demings.house.gov
C001111,Crist,Charlie,rep,Democrat,FL,13,M,1956-07-24,repcharliecrist,RepCharlieCrist,https://crist.house.gov
M001199,Mast,Brian,rep,Republican,FL,18,M,1980-07-10,repbrianmast,repbrianmast,https://mast.house.gov
R000607,Rooney,Francis,rep,Republican,FL,19,M,1953-12-04,RepRooney,RepRooney,https://francisrooney.house.gov
F000465,Ferguson,A.,rep,Republican,GA,3,M,1967-11-15,RepDrewFerguson,RepDrewFerguson,https://ferguson.house.gov
K000391,Krishnamoorthi,Raja,rep,Democrat,IL,8,M,1973-07-19,congressmanraja,congressmanraja,https://krishnamoorthi.house.gov
B001299,Banks,Jim,rep,Republican,IN,3,M,1979-07-16,RepJimBanks,RepJimBanks,https://banks.house.gov
H001074,Hollingsworth,Trey,rep,Republican,IN,9,M,1983-09-12,reptrey,reptrey,https://hollingsworth.house.gov
M001198,Marshall,Roger,rep,Republican,KS,1,M,1960-08-09,RepMarshall,rogermarshallmd,https://marshall.house.gov
H001077,Higgins,Clay,rep,Republican,LA,3,M,1961-08-24,RepClayHiggins,CongressmanClayHiggins,https://clayhiggins.house.gov
J000299,Johnson,Mike,rep,Republican,LA,4,M,1972-01-30,RepMikeJohnson,RepMikeJohnson,https://mikejohnson.house.gov
B001304,Brown,Anthony,rep,Democrat,MD,4,M,1961-11-21,RepAnthonyBrown,RepAnthonyBrown,https://anthonybrown.house.gov
R000606,Raskin,Jamie,rep,Democrat,MD,8,M,1962-12-13,repraskin,repraskin,https://raskin.house.gov
B001301,Bergman,Jack,rep,Republican,MI,1,M,1947-02-02,RepJackBergman,RepJackBergman,https://bergman.house.gov
M001201,Mitchell,Paul,rep,Republican,MI,10,M,1961-05-08,RepPaulMitchell,reppaulmitchell,https://mitchell.house.gov
L000587,Lewis,Jason,rep,Republican,MN,2,M,1955-09-23,RepJasonLewis,RepJasonLewis,https://jasonlewis.house.gov
B001305,Budd,Ted,rep,Republican,NC,13,M,1971-10-21,RepTedBudd,RepTedBudd,https://budd.house.gov
B001298,Bacon,Don,rep,Republican,NE,2,M,1963-08-16,repdonbacon,RepDonBacon,https://bacon.house.gov
G000583,Gottheimer,Josh,rep,Democrat,NJ,5,M,1975-03-08,RepJoshG,RepJoshG,https://gottheimer.house.gov
R000608,Rosen,Jacky,rep,Democrat,NV,3,F,1957-08-02,repjackyrosen,RepJackyRosen,https://rosen.house.gov
K000390,Kihuen,Ruben,rep,Democrat,NV,4,M,1980-04-25,RepKihuen,RepKihuen,https://kihuen.house.gov
S001201,Suozzi,Thomas,rep,Democrat,NY,3,M,1962-08-31,RepTomSuozzi,RepTomSuozzi,https://suozzi.house.gov
E000297,Espaillat,Adriano,rep,Democrat,NY,13,M,1954-09-27,RepEspaillat,RepEspaillat,https://espaillat.house.gov
F000464,Faso,John,rep,Republican,NY,19,M,1952-08-25,RepJohnFaso,RepJohnFaso,https://faso.house.gov
T000478,Tenney,Claudia,rep,Republican,NY,22,F,1961-02-04,RepTenney,RepClaudiaTenney,https://tenney.house.gov
F000466,Fitzpatrick,Brian,rep,Republican,PA,8,M,1973-12-17,repbrianfitz,repbrianfitzpatrick,https://fitzpatrick.house.gov
S001199,Smucker,Lloyd,rep,Republican,PA,16,M,1964-01-23,RepSmucker,RepSmucker,https://smucker.house.gov
K000392,Kustoff,David,rep,Republican,TN,8,M,1966-10-08,repdavidkustoff,RepDavidKustoff,https://kustoff.house.gov
G000581,Gonzalez,Vicente,rep,Democrat,TX,15,M,1967-09-04,RepGonzalez,USCongressmanVicenteGonzalez,https://gonzalez.house.gov
A000375,Arrington,Jodey,rep,Republican,TX,19,M,1972-03-09,RepArrington,JodeyArrington,https://arrington.house.gov
T000477,Taylor,Scott,rep,Republican,VA,2,M,1979-06-27,RepScottTaylor,RepScottTaylor,https://taylor.house.gov
M001200,McEachin,A.,rep,Democrat,VA,4,M,1961-10-10,RepMcEachin,RepMcEachin,https://mceachin.house.gov
G000580,Garrett,Thomas,rep,Republican,VA,5,M,1972-03-27,RepTomGarrett,congressman-Tom-Garrett-1835767753333490,https://tomgarrett.house.gov
J000298,Jayapal,Pramila,rep,Democrat,WA,7,F,1965-09-21,RepJayapal,RepJayapal,https://jayapal.house.gov
G000579,Gallagher,Mike,rep,Republican,WI,8,M,1984-03-03,RepGallagher,RepMikeGallagher,https://gallagher.house.gov
C001109,Cheney,Liz,rep,Republican,WY,0,F,1966-07-28,RepLizCheney,replizcheney,https://cheney.house.gov
S001202,Strange,Luther,sen,Republican,AL,,M,1953-03-01,SenatorStrange,SenatorLutherStrange,https://www.strange.senate.gov
E000298,Estes,Ron,rep,Republican,KS,4,M,1956-07-19,RepRonEstes,RepRonEstes,https://estes.house.gov
G000584,Gianforte,Greg,rep,Republican,MT,0,M,1961-04-17,,,https://gianforte.house.gov
N000190,Norman,Ralph,rep,Republican,SC,5,M,1953-06-20,RepRalphNorman,RepRalphNorman,https://norman.house.gov
H001078,Handel,Karen,rep,Republican,GA,6,F,1962-04-18,,,https://handel.house.gov
G000585,Gomez,Jimmy,rep,Democrat,CA,34,M,1974-11-25,RepJimmyGomez,RepJimmyGomez,https://gomez.house.gov
C001114,Curtis,John,rep,Republican,UT,3,M,1960-05-10,,,https://curtis.house.gov
